comment,cid,author,videoId,pageUrl,commentsCount,title
"Do you American's understand now why the globalists criminals are doing everything in their power to keep  Mr. Trump out of the WH, he is the only person in the world who can stop the criminal globalists in their tracks.",UgyXwsi7p-Ub6d1GTF94AaABAg,@gideonveldtsman4021,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
BOYCOTT LIKE ITS BUDLIGHT 😂,UgwobfX3iSe0oAh66d54AaABAg,@albumreviews11,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The only currency legal in America is silver or gold...
None other...
If you continue to assault our freedom America will be removed from you...with all the benefits there of...you'd better read ""man without a country""..before you take one step further...",UgwYFJoDN3IqTCH-UpJ4AaABAg,@jamescrane1987,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"One currency, one government, one religion...one you...",UgzPwB3PcG3o3UJpkWd4AaABAg,@jamescrane1987,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Alot of people use CBD oil.!,Ugz3_F3nzH8VZGkfqCF4AaABAg,@user-im9ov9ud7m,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Digital currency is totalitarianism realized.,Ugwek7Asvhvqf9lA1zd4AaABAg,@bryanzam1412,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
If any1 wants to make extra money  msg me,Ugxzx7Ehmyhkq1sWW2p4AaABAg,@lew300,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Not Good. No Freedom. No Right's. Slave Life. Cash In Hand Is The Future.,Ugwn-FcJX5A_EA7Ewc94AaABAg,@mafiacity9078,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It’s will backfire and destroyed their negativity and wickedness Power to the People’s 🗽,Ugx3jnMFC-JJiGhobcR4AaABAg,@josedipadua8575,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Crisis was done gangster bankers and will backfire!!!,UgyiUHoNcQ3ZNyeZFu54AaABAg,@josedipadua8575,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We are Free Nation 🗽,UgwlpFzygbBWPpjqIsl4AaABAg,@josedipadua8575,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
just change one letter: you can't buy or sell without the mask... (already did that),UgxiPFgdkd8Y8yL1K9x4AaABAg,@susansilvey1614,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It is our death 💀 not only a new way but the end 😢,UgxNbx4OBgw8rucAwtx4AaABAg,@josephrobi6806,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
IMF stands for International MFers,UgyI_NvYH-atqq-3V_B4AaABAg,@stevesherman1743,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
CBDC will not be issued in the future because the United States does not have a legitimate government...,Ugyl4OAlZdNLv60FjdR4AaABAg,@tigerscott2966,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Stay away from anything digital,UgzQe-gaBnnsmsDX2yh4AaABAg,@donoliver96,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
🖕🖕🖕 CBDC,UgxjYae-bqmd-jHezq94AaABAg,@Anyonka,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
It means we're all screwed,UgyU6BSf2dVno8gZOCl4AaABAg,@stevenshahadi5315,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Mark of the beast $.,UgwB5VbjwWJdOhcPB4x4AaABAg,@scottsjwellfire3901,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Thank you for your video update! I hope more people see this and are able to discuss and consider it's implications for our collective future as Humans,Ugx1R2ZaqQW2DaDVaCl4AaABAg,@nataliaregina3094,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
This is the one world corancy of the antychrist the Bible speaks of.,Ugzxxza0fyTX64_njfR4AaABAg,@williamarmsby2050,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Important information.Thank you,UgwXCf60VeBi_QRrRbl4AaABAg,@devonhall4131,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Salut from the netherlands.time to unite!
no divide and conquer  tactics work on us WE THE PEOPLE",UgztFX1j7CMVzK82typ4AaABAg,@freedomseeding,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No matter what a digital currency is coming. Fighting against the control over your digital currency is the fight.,Ugw9iAi8yfinHWkx2ml4AaABAg,@zeridiusmagus1676,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"How will millions of drug addicts pay for their drugs without cash?  Will the addicts just die in the streets?  How will prostitutes get paid w/o cash?  Hundreds of billions cash used every second...just in the US.  How about a baby bsitter or a dog walker of my son's chores?

Precious metals won't work.  Any ideas here???",UgzvW6Lu9lWQpjOvSu14AaABAg,@lawrence5039,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
who is dumb enough to use the digital country control by west. they know what is happening now.,Ugz3IzV6VAZo_6TxKoZ4AaABAg,@surasaradiyel1302,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
This reeeallly Sux!!!!!😡😡😡😡😡,Ugx0Hv3bgkmlYQobKQF4AaABAg,@victory6422,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Resist wherever you can!,UgyGh64LMmYyb416sCt4AaABAg,@freiejournalistin5864,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The Central Banking Demonic Control system. One World Government the New World Order. Novus Ordo Seclorum. Annuit Coeptis, Satan favors our undertaking. Skull and bone heads. The elite undercurrent of evil. The not so obvious. Disguised appearing as.",UgyP55Ut103dR2xsyPd4AaABAg,@donanz3914,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
This is being done on purpose!  We don’t want this!   No no no,Ugw05iikK2rcILbM4zp4AaABAg,@cperkin6880,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"CBDCs are just software, they can be made as permanent privacy coins as well. 

We in the US have the power to VOTE OUT any politition that supports anything we do not approve of.

Tell your Senators and Congressmen to support a Privacy CBDC or else.",Ugx4hVcmSIjFt8G7m3l4AaABAg,@XRPSAINT,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
New Money New Country,UgwLwGaKfcBLelL3FmV4AaABAg,@aievgindustries,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"As a Libertarian-leftist, I dont support this. Glad I have bullion and Constitutional silver (I refuse to say ""junk"" silver).",UgwyaaCTBNo7Nk2smu54AaABAg,@typeviic1,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Not going to be accepted...,Ugy12QaiTnm2OJNkjt94AaABAg,@lowellirish,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Stuff your CBDC We the people don't want it !!!,Ugxa1oJ_9BOxb3lZysR4AaABAg,@ritanoddings9782,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Ain’t happening,UgySg8pb9XtYCa07Il14AaABAg,@Crankthatweezywee,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No Thanks.  Dead on arrival.,Ugw1DVyQZPO5fAe-BE94AaABAg,@leilanilukela2901,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We will take up arms and throw these evil assholes out. We’re getting to the point of a revolution. Keep your bullshit money you will need worse then us.,Ugx9e7eKXundlGPEdrt4AaABAg,@edwardkennedy3282,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Thanks for the heads up Lena.,UgxbVoQ8StBRaBwx_MV4AaABAg,@edwardkennedy3282,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Great! Let's find out how government monkey code compares against entrepreneurs who use their gd brains! Full adoption by govts confirm use case of digital currency but any govt product is going to suck so much egg, your grandma will be astounded. Checkmate sounds like it is around the corner when average every day use figures out that decentralized currency is orders of magnitude more efficient and easy to use for typical transactions for goods and services. Can't wait for the final day when I can trade in all my poke-dollars for a better product.",UgxHQegv6EHBXZkLB394AaABAg,@rodhoffman,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"There goes our freedom , vote this out !!! They will control your life with this period .",Ugyb1GvEhMzJ5EdIxw14AaABAg,@charlesfaile7452,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
mark of the beast  is here,UgwmreMIjxohLyIncLF4AaABAg,@lesterbarret317,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Nesara is what the people really want!,UgzFleH9Nw03ERX2oZ14AaABAg,@timstewart4657,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Number of the beast.,Ugw7oqx6gM4MlcTcKH14AaABAg,@alstefanini8918,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Get ready kids, the bumpy ride starts in July. On the Federal Reserve's website, the start-up the FedNow service. That is the ""bank"" where your CBDC's will be located. Others say the start up is 1 July 23, the FR just says July 2023.",Ugxs8z6slxvzSYZxLLB4AaABAg,@brenthawkins8269,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We are screwed,UgwxSpqJCHSprwL65p14AaABAg,@2woHow2,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Everyone in the wef needs prison for life,UgwoAmJ3QaQVOSp0EcN4AaABAg,@billsmith4670,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Complete control fight it while you can,UgxTsSkWysiH8KzO1fB4AaABAg,@mardarati5957,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
What backs this 🤔 Gold or something of their own imagination?,UgxoPlLf8mrFFmz5igt4AaABAg,@flashlee2854,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
I'm glad you are scaring people.  It helps push us into silver and gold.,Ugz5Lq8PJp2xRdptYr94AaABAg,@jimnichols1066,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
working toward a world government,UgwHKfzAWbCrB5hldud4AaABAg,@susansilvey1614,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"New World Order- Great Reset New Green deal-antichrist beast system. Unicoin thats convenient since the USA govs code name for king charles is unicorn and he is the antichrist. Just watch after this mayham of destroying this old system and the rest of the limited nuke exchange for the fight of world currency. Then when the smoke rises charles aka antichrist will be given all the power of all the nations which he already is the richest and most powerful. And if you dont sell your soul to this system you first be targeted accounts frozen utilities shut off no public access, then the resistance Christians any who will be staying true to the true Jesus Christ will suffer great tribulation even death fema camps all sorts of evil. Be of good cheer cause soon those who remain faithful shall see paradise with the Lord for all eternity this is no joke we are in the tribulation get right with JESUS before you get decieved by the enemy..",UgzlGaoJwew9iQawW1h4AaABAg,@Mickey-xg8ih,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Very much against!! Hope all the entire world will go against and rebel,Ugw3hf7OZHAJAPgS9tN4AaABAg,@graziaarmanno8591,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
No to cbcd do not consent,Ugz1ZbjvX3ygKUoFAfN4AaABAg,@tishajennings6254,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Make it simple    and everybody has to win,UgwwEQFi4zIKAw08z814AaABAg,@chipredd7672,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Another way for governments to control people,Ugyw7EHrGaVITCyo-1N4AaABAg,@AndyDEFILLIPPO,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
So this is why the SEC has been holding up XRP. So they can come out with this CB DC and Control everyone.,UgwJEbLXGQSEvVFf20F4AaABAg,@dragonhooch7850,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
The Rapture will be the crises.,UgwmYOqT0M5JyvhuZB94AaABAg,@virginiagreene3610,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Scary AF,UgxTLUrMIDjWoMceXcl4AaABAg,@hashslasher2973,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Id rather switch to the bottlecap currency,UgzxTovFmxDwmZw20IV4AaABAg,@imperialofficerremusblackw8452,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
I do not like it,UgyxecdGcj_0YeD_v454AaABAg,@dennisdavis1457,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Yea and next thing would be the anti chist and the mark of the beast 666 on your forehead of fist , if not you’ll be capture and prosecuted",UgwUPcLvOe1YT0KCNbN4AaABAg,@jeffreyhiraldo4067,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
So the same people who bankrupt the country are the same people who are going to run the new digital money that’s a bunch of shit they should all be fired for corruption and Fing The money these people are all idiots,UgwX4vnh5KLTM8NNJTt4AaABAg,@davidhughes4302,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We can’t let this happen biden is compromised to china,UgyfjqDvNkpl2CS50eh4AaABAg,@geraldinehowell4456,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
CBDC'S MEANING IS ------------- COMMUNIST BANK DIGITAL CURRENCY,Ugzx1bt1ApDW0bG8ncp4AaABAg,@tonyv8596,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
COMMUNIST BANK DIGITAL CURRENCY,Ugwn5aDZI4LlZ4T822p4AaABAg,@tonyv8596,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Total control is what the globalist want. They can shut your account off any time you don't comply, or go against what they tell you to do. Just like China does to their citizens.",UgweAX-xgUHUbICSIPl4AaABAg,@tonyv8596,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
